Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
12PDT-16318,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,78751060-4,SOCIEDAD INGENIERIA EN GESTION Y CAPACITACION LIMITADA,programa de difusión tecnológica agroturismo innovación y sustentabilidad chiloe,"mejorar la calidad de los servicios turísticos, sistematizar las acciones de innovación y emprendimiento de los empresarios turístico de la provincia de ancud, incorporando valor agregado a través del uso de nuevos modelos de negocio, recursos naturales, escénicos y sustentabilidad ambiental, mejorando la competitividad de la zona",2012,$58.422.000,$18.290.000,$18.290.000,,Servicio,Turismo,No,Masculino,Sí,ODS8,8.9,No,,Región de los Lagos,Pequeña,1995-11-02,Servicios de ingeniería o de conocimiento,,Habilitador para la EC,,,No,,,Sin tendencia
12PDT-16312,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,71543200-5,UNIVERSIDAD ADOLFO IBÁÑEZ,programa de desarrollo para las pequeñas y medianas empresas compite1000 innovar para competir,"objetivo general aumentar la competitividad y productividad de las pymes. impactar en la capacidad de gestión, y de proyección de las empresas a través de la difusión de nuevas “técnicas de gestión en innovación y emprendimiento”.     objetivos específicos  1.- diagnosticar a las empresas participantes, de manera de establecer su posición competitiva y determinar brechas en capacidad de gestión, habilitantes y determinantes para la innovación.  2.- intervenir los paradigmas de trabajo y de toma de decisiones de la empresa, de manera de mejorar la estructura y proceso de toma de decisiones. 3.- capacitar a los equipos directivos en temas habilitantes, de manera de optimizar la inversión dirigida a aumentar la productividad y competitividad.  4.- asesorar directamente a través de tutores senior para alinear la organización y dirigir la empresa hacia los nuevos desafíos. 5.- trabajar sobre proyectos de mejoramiento de gestión o de innovación, en el marco de una plataforma tecnológica dedicada que cuenta con el apoyo de ingenieros de proyecto. 6.- generar y validar una plataforma de conocimiento aplicado, especializada en innovación y emprendimiento para  pymes, que sea viable, repetible y escalable, con materiales, casos de estudio, metodología testeada, redes de académicos, tutores e ingenieros de proyectos.",2012,$113.120.000,$54.480.000,$48.480.000,,Servicio,Multisectorial,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12PDT-14930,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,difusión del paquete tecnológico del cultivo de trigo harinero con énfasis en la tecnología de fertilización para el borde coste,mejorar la productividad del cultivo de trigo de productores insertos en las comunas del secano costero de la araucanía.,2012,$46.892.471,$11.840.785,$6.000.000,,Servicio,Agrícola (excepto cultivo de uvas),No,Femenino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12PAE-17700,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,77565400-7,ASISTENCIA TECNICA Y CONSULTORA VISION INGENIEROS ASOCIADOS LIMITADA,"generación de una cultura de aprendizaje, emprendimiento e innovación en comunidades educativas región de los ríos","generar una cultura de aprendizaje, emprendimiento e innovación en la comunidad escolar de establecimientos de educación media de la región de los ríos.",2012,$59.843.320,$17.100.000,$17.100.000,,Servicio,Educación y servicios conexos,Convocatoria,Femenino,No,,,,,Región de Los Ríos,Pequeña,2001-03-13,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12PAE-16801,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,96863740-1,FUNDES CHILE SPA,programa de emprendimiento femenino de emprendedora a mipyme,"el programa “de emprendedora a mipyme” pretende fortalecer,  consolidar y visibilizar a 48 emprendimientos femeninos de la región de los lagos, para que a través de un  plan comercial aumenten sus ventas y promuevan su experiencia positiva y comprometida a otras emprendedoras.",2012,$59.522.760,$15.670.000,$15.670.000,,Servicio,Multisectorial,Convocatoria,Femenino,No,,,,,Región de los Lagos,Mediana,1998-06-25,Comercio y retail,,,,,No,,,Sin tendencia
12PAE-16723,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,96863740-1,FUNDES CHILE SPA,programa de emprendimiento para mujeres de la cuenca del llanquihue,"generar las bases para la creación de redes de negocios, entre  mujeres y empresarios (as) que permitan desarrollar emprendimientos comerciales innovadores y sustentables, mediante la integración a la cadena de valor de sus productos y servicios,  consolidando a la cuenca del lago llanquihue como  un territorio inteligente.",2012,$69.354.904,$17.385.976,$17.385.976,,Servicio,Multisectorial,Convocatoria,Femenino,Sí,ODS8,8.3,No,,Región de los Lagos,Mediana,1998-06-25,Comercio y retail,,Innovación Social,,,No,,,Sin tendencia
12PAE-16531,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,81290800-6,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,programa de fortalecimiento e incentivo a la cultura emprendedora de las mujeres de la mesa rural de la araucanía,"objetivo general: fortalecer e incentivar la cultura emprendedora en las integrantes de la mesa de mujeres rurales de la araucanía, a través de experiencias significativas que permitan la superación del temor a emprender, promoviendo esta actividad como una alternativa sustentable de crecimiento individual y asociativo.",2012,$50.764.000,$12.691.000,$12.691.000,,Servicio,Multisectorial,Convocatoria,Masculino,Sí,ODS8,8.3,No,,Región de La Araucanía,Grande,1993-01-01,Comercio y retail,,Innovación Social,,,No,,,Sin tendencia
12PAE-16332,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,65077600-3,O N G DE DESARROLLO CORPORACION DE DESARROLLO LONKO KILAPANG,desarrollo de capacidades de emprendimiento y su vinculación al mercado en pequeños productores de comunidades mapuche beneficia,"desarrollar e instalar en beneficiarios/as mapuche del fondo de tierras conadi del territorio nahuelbuta, participantes del proyecto, competencias emprendedoras y la generación de alianzas estratégicas  que permitan  la sostenibilidad de su desarrollo hacia mercados de mayor valor agregado para sus productos y servicios.",2012,$51.840.000,$12.960.000,$12.960.000,,Servicio,Multisectorial,Convocatoria,Masculino,Sí,ODS8,8.3,No,,Región de La Araucanía,Sin ventas,2002-01-02,Servicios de ingeniería o de conocimiento,,Innovación Social,,,No,,,Sin tendencia
12PAE-14814,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,71633300-0,UNIVERSIDAD AUTONOMA DE CHILE,"araucanía, tu puedes ser el gestor de tu futuro","“difundir, incentivar y  promover habilidades y competencias emprendedoras entre las televidentes regionales a través de conceptos y experiencias reales que hagan reconocer las propias habilidades, con un enfoque ligado al mundo mapuche.”",2012,$54.072.000,$13.630.000,$13.630.000,,Servicio,Multisectorial,Convocatoria,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12PAE-14813,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,87912900-1,UNIVERSIDAD DE LA FRONTERA,rescate y difusión de las virtudes del emprendedor de la araucanía,"inculcar una cultura del emprendimiento y la innovación a través de mensajes persuasivos directos mediante actividades escénicas, contenidos radiales, virtuales y audiovisuales en diferentes medios de comunicación, basados en casos reales relevantes para sembrar la semilla del potencial emprendedor en la región de la araucanía.",2012,$58.681.000,$14.760.000,$14.760.000,,Servicio,Multisectorial,Convocatoria,Masculino,Sí,ODS8,8.3,No,,Región de La Araucanía,Grande,1993-01-01,Educación,,Innovación Social,,,No,,,Sin tendencia
12PAE-14783,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,76368060-6,SOCIEDAD DE PRODUCCION AUDIOVISUAL CINEMATOGRÁFICA VERSO LTDA,espejo emprendedor difusión educativa del emprendimiento turístico de la araucanía,"general difundir a los emprendedores turísticos, existentes en los cuatro territorios de la araucanía a través de la red de canales arcatel y los 40 canales de la región de la araucanía albergados en trac ag.",2012,$53.712.000,$26.960.000,$26.960.000,,Servicio,Turismo,Convocatoria,Masculino,No,,,,,Región de La Araucanía,Microempresa,2005-10-11,Turismo,,,,,No,,,Sin tendencia
12PAE-14775,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,76136778-1,TAS TELEVISION LIMITADA,atreverse,"objetivo general:  difundir la cultura del emprendimiento turístico, a través de un programa televisivo, donde se presentarán experiencias reales de emprendedores que mostrarán sus experiencias en terreno, complementado con la mirada de profesionales expertos en temas de emprendimiento y turismo, y la entrega de herramientas complementarias a través de un portal web asociado al programa televisivo.",2012,$37.476.405,$12.483.548,$12.483.548,,Servicio,Turismo,Convocatoria,Masculino,No,,,,,Región de los Lagos,Microempresa,2011-03-11,Tecnologías de la información,,,,,No,,,Sin tendencia
12PAE-13082,Entorno para la innovación,Subsidio,Apoyo Al Entorno Emprendedor,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,69170400-9,I MUNICIPALIDAD DE QUILLECO,desarrollo de habilidades y competencias para el emprendimiento en un entorno rural a alumnos 3º y 4º medio comuna de quilleco,"potenciar y dinamizar el entorno emprendedor, a través de programas que generan habilidades y competencias para el emprendimiento en alumnos de tercero y cuarto medio en un entorno rural como es el caso de la comuna de quilleco, para que puedan generar iniciativas de emprendimiento que les beneficien a ellos mismos y a sus familias. además de establecer un modelo de sustentabilidad en los atendidos que garantice la provisión del servicio una vez finalizado el proyecto.",2012,$27.312.551,$6.940.597,$6.940.597,,Proceso,Educación y servicios conexos,Convocatoria,Masculino,Sí,ODS8,8.3,No,,Región del Biobío,Sin ventas,1993-01-01,Otros servicios,,Innovación Social,,,No,,,Sin tendencia
12OTLA-13741,Entorno para la innovación,Subsidio,Fortalecimiento De Oficinas De Transferencia Y Lic,Fortalecimiento De Oficinas De Transferencia Y Licenciamiento,FINALIZADO,Persona Jurídica constituida en Chile,60911006-6,UNIVERSIDAD DEL BÍO BÍO,fortalecimiento de oficina de transferencia tecnologica y licenciamiento entre la u del bio-bio y la u catolica de temuco,"fortalecer la oficina de transferencia tecnológica y licenciamiento entre la universidad del bío-bío y la universidad católica de témuco, generando mecanismos de propiedad intelectual y transferencia tecnológica que permitan mejorar la vinculación universidad-empresa de ambas instituciones.",2012,$180.000.000,$120.000.000,$30.576.924,,Proceso,Educación y servicios conexos,No,Masculino,No,,,,,Región del Biobío,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12NTEC-13111,Entorno para la innovación,Subsidio,Linea De Apoyo Al Extensionismo (Nodos),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,96751440-3,BIOTECNOLOGIOA AGROPECUARIA S.A.,nodo de innovación para pymes del sector lácteo de la región de los ríos,"promover la incorporación de innovaciones productivas, de gestión y comerciales que permitan a los pequeños productores queseros de la región de los ríos integrarse a la cadena láctea regional, a través de la creación de una red de instituciones públicas y privadas que apoye la detección e incorporación efectiva de soluciones apropiadas para el sector.",2012,$79.689.715,$20.040.000,$20.040.000,,Servicio,Ganadero,No,Masculino,No,,,,,Región de Los Ríos,Pequeña,1995-05-17,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12NTEC-13021,Entorno para la innovación,Subsidio,Linea De Apoyo Al Extensionismo (Nodos),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,nodo tecnologico para el fortalecimiento de  la cadena de carne bovina de la araucania,"objetivo general aumentar la productividad, en términos de calidad y rentabilidad, de los productores de carne bovina de la araucanía a través de la vinculación con la oferta tecnológica existente y el mercado.",2012,$43.420.400,$31.145.999,$31.145.999,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12NTEC-12986,Entorno para la innovación,Subsidio,Linea De Apoyo Al Extensionismo (Nodos),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,76081508-K,"TECNOLOGIA, INTEGRACION Y DESARROLLO AGRICOLA S.A.","mejoramiento de la competitividad de los socios de la agrupación de productores de fruta de loncoche, a través del fortalecimiento de la asociatividad, productividad y comercialización","incrementar el nivel de competitividad de los productores de la agrupación de productores de frutas de loncoche, a través del desarrollo de la capacidad organizacional, el mejoramiento de la productividad y la comercialización de la fruta e insumos de sus asociados.",2012,$77.527.170,$23.075.000,$23.075.000,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Pequeña,2009-12-17,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12NIN-17757,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,76101168-5,UP LAND SPA,implementación de un sistema de gestión productivo y comercial para grupo de artesanas de la región de la araucanía,"fortalecer a las mujeres artesanas mapuche beneficiarias del proyecto, mediante la incorporación de innovaciones en los ámbitos organizacionales, diseño de producto y vinculación con el mercado.",2012,$73.201.280,$18.893.230,$9.500.000,,Servicio,Comercio y retail,No,Femenino,No,,,,,Región de La Araucanía,Pequeña,2010-06-01,Servicios empresariales administrativos y de apoyo,,,,,No,,,Sin tendencia
12NIN-17696,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,71551500-8,UNIVERSIDAD SANTO TOMAS,nodo para la innovación en diseño y gestión comercial para el fomento de la artesanía de calidad de la región de los ríos,"objetivo general mejorar la competitividad de los artesanos de la región de los ríos mediante la innovación en el diseño del producto, estrategias de posicionamiento y apropiación de nuevos canales de comercialización, a fin de potenciar este sector económico en los mercados nacionales e internacionales. objetivos específicos 1.- elaborar un diagnóstico del producto artesanal e implementar un plan anual de reducción de brechas, mejora continua y profesionalización, a través de talleres y las asesorías técnica especializada en diseño de producto 2.-  identificar y generar nuevos canales de comercialización  para la artesanía de calidad de la región de los ríos 3.- generar innovación a través de transferencia tecnológica e implementación de procesos productivos. 4.- identificar y generar de redes y alianzas estratégicas con iniciativas de alto impacto en la regional.",2012,$70.535.060,$17.672.000,$9.101.850,,Servicio,Comercio y retail,No,Masculino,No,,,,,Región de Los Ríos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12NIN-16807,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,71787200-2,CORPORACION CENTRO DE EDUCACION Y TECNOLOGIA,asociatividad y mejoramiento del entorno de actividades productivas asociadas a la denominación de chiloé como sitio  sipam,"objetivo general: articulación de empresas pequeñas y medianas del sector silvoagropecuario, procesamiento,  micro empresas de turismo rural,  hoteles y tour operadores,  ubicadas en chiloé, creando un entorno favorable para mayor eficiencia comercial, utilizando  la denominación de chiloé como sitio ingenioso del patrimonio agrícola mundial, sipam, dando  valor agregado al  conjunto  de bienes y servicios producidos, logrando mejores niveles de comercialización.   objetivos específicos: a) organizar un conjunto de 80 iniciativas, productores agropecuarios, artesanos, empresas pequeñas y medianas en el nodo tecnológico  sipam - chiloé. b) generar participativamente y aplicar un plan de trabajo que ayude a superar las brechas en los ámbitos tecnológicos, concepto sipam, formalización, calidad, asociatividad, promoción y comercialización. c) producir  un encadenamiento de las empresas del nodo generando una vinculación estable con el mercado y una influencia favorable  en los ingresos.  d) obtener la certificación a través de la marca de certificación sipam de un conjunto de empresas pertenecientes al nodo tecnológico sipam.  e) sistematizar la experiencia y la información generada en el nodo para permitir un escalamiento a un mayor número de empresas de características similares en chiloé.",2012,$79.176.000,$27.576.000,$16.800.000,,Servicio,Turismo,No,Masculino,No,,,,,Región de los Lagos,Pequeña,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12NIN-15675,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,76101168-5,UP LAND SPA,gestión de turismo sostenible en la reserva de biósfera araucarias en el corredor cunco-melipeuco-pn conguillio,"mejorar la competitividad de la oferta turística en el marco de declaración de la unesco como  reserva de biosfera araucarias en el corredor  cunco- melipeuco- pn conguillio, por medio de la implementación de prácticas sustentables en lo económico, ambiental y sociocultural.",2012,$76.823.458,$21.330.948,$11.220.000,,Proceso,Turismo,No,Femenino,Sí,ODS12,12.b,No,,Región de La Araucanía,Pequeña,2010-06-01,Servicios empresariales administrativos y de apoyo,,Producción Sostenible,,,No,,,Sin tendencia
12NIN-15088,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,76122447-6,BRUJULA TECNOLOGIAS DE LA INFORMACION (CHILE) LIMITADA,nodo tecnológico para la mejora y profesionalización del producto de pesca recreativa en la región de la araucanía,"el objetivo estratégico del nodo es devolver al producto de pesca recreativa de la araucanía un sitial de importancia que fue perdiendo a través de los años frente a otros destinos, fortaleciendo la profesionalización del rubro turístico y permitiendo complementar el producto turístico de la araucanía.",2012,$79.148.000,$23.268.000,$19.668.000,,Servicio,Multisectorial,No,Masculino,No,,,,,Región de La Araucanía,Pequeña,2010-11-23,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12NIN-14937,Entorno para la innovación,Subsidio,Nodos Para La Innovación (I),Nodos,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,nodo hortícola para la región de los ríos,"objetivo general:  incrementar la competitividad de los productores hortícolas de los ríos por medio de vinculación tecnológica, productiva y comercial con actores de la cadena de valor del rubro. objetivo específico:  1) fomentar la adopción de innovaciones tecnológicas existentes por parte de los beneficiarios directos del nodo.   2) generar y validar nuevas tecnologías que permitan disminuir problemáticas específicas del rubro.   3) potenciar una vinculación productiva y comercial entre los beneficiarios directos y otros actores.",2012,$75.604.000,$19.550.000,$8.651.000,,Servicio,Agrícola (excepto cultivo de uvas),No,Femenino,No,,,,,Región de Los Ríos,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12IDL4-16283,Desarrolla innovación con I+D,Subsidio,"Linea 4, Empaquetamiento Y Transferencia De I+D",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,empaquetamiento de tecnologia de apositos con probióticos para tratamiento avanzado de heridas,"desarrollar un plan para introducir la tecnología de soportes con probióticos para el tratamiento avanzado de heridas, específicamente apósitos, como una oferta en el mercado global de insumos médicos, por medio de la valorización del potencial en el mercado, y mecanismos de validación comercial y técnica en ensayos clínicos con instituciones de referencia que formalicen la demostración del desempeño. con estos hitos se realizará la transferencia a la empresa spin-off probinature ltda., creada por los investigadores involucrados en el desarrollo, para que se desarrolle comercialmente la oferta de productos a nivel nacional e internacional.",2012,$58.940.000,$41.940.000,$41.940.000,,Producto,Salud y Farmacéutica (en humanos),No,Femenino,No,,,,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL4-13647,Desarrolla innovación con I+D,Subsidio,"Linea 4, Empaquetamiento Y Transferencia De I+D",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,implementación de modelo de negocio para el empaquetamiento de un protocolo de detección de biotipos de malezas resistentes,transferir y comercializar un protocolo de detección de biotipos r para optimizar su control y evitar pérdidas productivas en trigo.,2012,$45.574.284,$20.013.944,$20.013.944,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
12IDL4-13208,Desarrolla innovación con I+D,Subsidio,"Linea 4, Empaquetamiento Y Transferencia De I+D",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,87912900-1,UNIVERSIDAD DE LA FRONTERA,agromod: software y plataforma de servicios para producción de carne bovina en pastoreo.,"convertir el software agromod en su versión piloto en un prototipo comercial apto para prestación de servicios y transferencia tecnológica asociado a un paquete tecnológico diseñado para productores de carne bovina y asesores agronómicos. el software permite generar escenarios de pronósticos para producción de carne bovina basada en pastoreo en praderas permanentes, a partir de datos edafoclimáticos e históricos de crecimiento, consumo de praderas y modelos matemáticos desarrollados ad-hoc.",2012,$55.000.000,$24.734.000,$24.734.000,,Servicio,Ganadero,No,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12IDL4-13079,Desarrolla innovación con I+D,Subsidio,"Linea 4, Empaquetamiento Y Transferencia De I+D",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,71171600-9,CORPORACIÓN DE EDUCACION LA ARAUCANA,cierre de brechas tecnológicas en el cultivo de almeja (venus antiqua),• contribuir al cierre de las brechas tecnológicas de la fase de engorda a través de la implementación de sistema de engorde eficiente a nivel piloto para las semillas de almeja (venus antiqua) provenientes de la producción controlada.,2012,$159.750.000,$70.200.000,$70.200.000,,Servicio,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Inmobiliario,,,,,No,,,Sin tendencia
12IDL2-16254,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,investigación aplicada de un extracto de fruto de maqui para el control de la glicemia en pacientes con diabetes tipo ii,evaluar la propiedad de un principio activo novedoso presente en el extracto de antocianinas de maqui como regulador de la glicemia en pacientes con diabetes tipo ii y su introducción como ingrediente al mercado del control de cuadros de hiperglicemia (pacientes insulino-resistentes y diabéticos tipo ii). el proyecto desarrollará pruebas preclínicas y clínicas a nivel piloto para evaluar las propiedades farmacológicas del principio activo sobre la homeostasis de glucosa que sustenten su uso e incorporación como droga botánica y permitan su patentamiento a nivel mundial.,2012,$174.580.000,$49.500.000,$49.500.000,,Producto,Salud y Farmacéutica (en humanos),No,Masculino,Sí,ODS3,3.4,No,,Región de Los Ríos,Grande,1993-01-01,Educación,,Consultoría o estudios para la sostenibilidad,,,No,,,Sin tendencia
12IDL2-16212,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,"prototipo de kit multiplex qpcr para la deteccion y diagnostico de los virus bovinos dvbv,  hvb-1 y blv","diseño de un prototipo de kit qpcr múltiplex para detectar, diagnosticar y cuantificar la presencia de los virus dvbv, hvb-1 y blv en muestras biológicas de bovinos de la zona sur de chile. de esta manera el pequeño, mediano y gran productor de leche, así como los laboratorios de diagnóstico de enfermedades infecciosas veterinarias, tanto  privados como estatales, podrán contar con un kit sensible, altamente específico y validado para la detección específica y categórica de uno o todos los patógenos virales para los que fue diseñado. asimismo, el productor de leche contará con resultados validos y categóricos de la realidad viral de su predio y por lo tanto con la información necesaria para tomar las decisiones pertinentes. para el desarrollo de este objetivo y por lo tanto la obtención del kit qpcr múltiplex, es necesario realizar tres actividades específicas: a) aislar diferentes variantes de los virus dvbv, hvb-1 y blv de una homo-zona del sur de chile, b) caracterizar los aislados virales desde el punto de vista genómico con el propósito de diseñar sondas específicas contra los distintos subtipos virales nacionales y c) diseñar sondas nucleotídicas específicas para la generación de un kit de qpcr que permita detectar eficientemente los distintos subtipos de aislados virales.",2012,$179.893.960,$45.500.000,$45.500.000,,Producto,Ganadero,No,Masculino,No,,,,,Región de Los Ríos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12IDL2-16041,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,71918700-5,UNIVERSIDAD CATOLICA DE TEMUCO,aumento de la productividad de morchella spp mediante el desarrollo de tecnologías que favorezcan su fructificación potenciando,aumentar la productividad de morchella spp mediante el desarrollo de tecnologías que estimulen su fructificación y establecer protocolos de transferencia tecnológica para el sector campesino.,2012,$135.625.160,$45.276.000,$45.276.000,,Proceso,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL2-16005,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,71171600-9,CORPORACIÓN DE EDUCACION LA ARAUCANA,cultivo del congrio dorado genypterus blacodes para impulsar la diversificación de la acuicultura chilena,"desarrollar tecnología de cultivo de congrio dorado (genypterus blacodes) a partir de un plantel de reproductores silvestres, para incrementar la oferta de producto mediante actividades de acuicultura y contribuir a fortalecer los planes de diversificación del cultivo de peces marinos.",2012,$172.000.000,$60.208.800,$60.208.800,,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Inmobiliario,,,,,No,,,Sin tendencia
12IDL2-15119,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,generación de vacuna inhibitoria de miostatina para incrementar el crecimiento de abalones rojo como estrategia de mejoramiento,desarrollar e implementar una vacuna que permita el incremento de la masa muscular de abalones a través de la inhibición de miostatina.,2012,$179.900.000,$47.400.009,$45.308.800,,Producto,Pesca y acuicultura,No,Masculino,No,,,,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL2-13658,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,diseño y evaluación de un producto funcional sustentado en un probiótico con impacto en la obesidad escolar,"desarrollar a través de aplicaciones biotecnológicas, un producto funcional a base de una cepa probiótica con impacto en el manejo clínico de la obesidad infantil.",2012,$154.500.000,$45.000.000,$45.000.000,,Producto,Salud y Farmacéutica (en humanos),No,Masculino,Sí,ODS3,3.b,No,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,Innovación Social,,,No,,,Sin tendencia
